RT_ID,SN_B,SN_E,STOP_CD_B,STOP_CD_E,DIST,LMT_SPD
VEPPPB-NA2,1,21,PODERTA,PACAB  ,85177,40
VCNSDB-CR2,1,25,CEVTM1A,CAL1C1A,358732,40
VCNSEB-NA2,1,15,CEVTM1A,ETBVE1A,116303,60
VCNSEL-NA2,1,15,CEVTM1A,ETBVE2A,115604,40
VCNSER-CR2,1,22,CEVTM1A,ESTAPAA,277435,40
VDIBP4-NA2,1,16,PARED2A,PPAPC1A,99543,40
VDIEES-NA2,1,14,PARED2A,ESTASIA,51405,40
VDIEMX-NA2,1,9,PARED2A,MAINT1A,25258,40
VDISAL-PT1,1,28,PARED2A,ALBROCA,389164,40
VDISBV-NA2,1,19,PARED2A,BVVCS1A,126844,40
VECFV1-NA2,1,11,ESTACAA,VALLE1A,30388,30
VECMC-I,1,43,VERAN3A,MERMACA,320150,60
VECMC-R,1,43,MERMACA,VERAN3A,436810,40
VERSCE-NA2,1,15,ESTAPAA,BVVCS2A,68451,40
VERSCV-NA1,1,18,ESTAPAA,CRUVHVA,127001,60
VERSC5-PT1,1,18,ESTAPAA,HSBCL3A,127868,60
VERSEM-PT1,1,23,ESTAPAA,ESTAMAA,231519,40
VERSPC-PT1,1,23,ESTAPAA,PACHO  ,235662,40
VCNSET-NA1,1,12,CEVTM1A,COEST1A,75067,60
VCNSPD-NA2,1,27,CEVTM1A,PADON  ,508222,40
VCNSPP-LB2,1,14,CEVTM1A,PAPUE  ,123965,40
VCNSSP-LB2,1,24,CEVTM1A,AVE3CSA,343939,40
VCN8EM-NA1,1,7,CEVTM1A,ESTAMAA,15086,40
VDISCE-NA2,1,19,PARED2A,BVVCS2A,126325,40
VDISEM-PT1,1,27,PARED2A,ESTAMAA,351281,40
VDISPC-PT1,1,27,PARED2A,PACHO  ,355424,40
VDISPH-PT1,1,27,PARED2A,PACUR  ,356121,40
VECNAL-NA1,1,18,ESTACAA,ALBROCA,91766,40
VECNEM-NA1,1,26,ESTACAA,ESTAMAA,248186,40
VECNPC-NA1,1,19,ESTACAA,PACHO  ,116278,40
VECNPH-NA1,1,18,ESTACAA,PACUR  ,88902,40
VEMSP6-CR2,1,21,ESTAMAA,PREAL2A,316627,50
VEMSVL-CR2,1,13,ESTAMAA,VERDB2A,96741,40
VEMSXA-CR2,1,21,ESTAMAA,139TM2A,256920,40
VEM4PC-NA1,1,2,ESTAMAA,PACHO  ,4414,40
VEM4PT-NA1,1,7,ESTAMAA,PAICT1A,14813,60
VEM4PU-NA1,1,7,ESTAMAA,URRACCA,15710,60
VEPNPC-NA1,1,8,PODERTA,PACHO  ,51403,40
VCN8MC-NA1,1,7,CEVTM1A,MERMACA,15099,60
VCXAPG-NA2,1,8,PENAB2A,PAGMN1A,10257,50
VCXAP2-NA2,1,15,PENAB2A,ESTAPEA,39123,40
VCXASI-NA2,1,18,PENAB2A,YSAJO1A,57046,40
VCXEES-NA2,1,16,PENAB2A,ESTASIA,52433,40
VCXHC1-NA2,1,25,PENAB2A,CONCE1A,118433,40
VDISPU-PT1,1,23,PARED2A,URRACCA,235853,60
VDISVV-PT1,1,24,PARED2A,VVETK2A,265663,60
VDI5CP-NA2,1,18,PARED2A,CPRAD1A,82163,30
VDI5ER-NA2,1,20,PARED2A,ESTAPAA,103060,40
VECRAE-NA2,1,21,ESTACAA,ESTAN2A,100425,60
VECREA-NA2,1,12,ESTACAA,AMANE1A,25756,40
VECRPO-NA2,1,19,ESTACAA,PAOJO  ,82845,40
VECRSB-NA2,1,18,ESTACAA,ESTSI2A,77324,60
VECZPB-NA2,1,2,ESTACAA,PACAB  ,70,40
VEC0AZ-NA2,1,5,ESTACAA,EALCDIA,4964,30
VEPPSB-NA2,1,13,PODERTA,ESTSI2A,24211,60
VEPZM1-NA2,1,13,PODERTA,MANOP1A,26093,40
VEPZPO-NA2,1,16,PODERTA,PAOJO  ,38971,40
VEPZST-NA2,1,2,PODERTA,ESTASLA,520,40
VEPZTE-NA2,1,2,PODERTA,ESTATCA,734,40
VEPZV1-NA2,1,13,PODERTA,VALLE1A,25481,30
VERDCP-NA2,1,5,ESTAPAA,CPRAD1A,7129,30
VERDCU-NA2,1,4,ESTAPAA,CIRCU2A,8168,40
VERDDB-NA2,1,4,ESTAPAA,CAL1C1A,4957,40
VCXHJV-NA2,1,22,PENAB2A,JJVAL1A,90463,60
VCXSAL-PT1,1,24,PENAB2A,ALBROCA,329137,40
VCXSA3-PT1,1,25,PENAB2A,ADETM2A,343119,60
VDI5PP-NA2,1,30,PARED2A,PAPUE  ,244074,40
VDI5VL-NA2,1,28,PARED2A,VERDB2A,196232,40
VEC0BN-NA2,1,22,ESTACAA,DONBN2A,121332,60
VEC0CH-NA2,1,40,ESTACAA,CHAGR1A,403330,60
VEDIPT-NA1,1,16,DORAD1A,PAICT1A,89056,60
VEDLAL-NA1,1,2,DORAD1A,ALBROCA,8781,40
VEDLA2-NA1,1,3,DORAD1A,AMELI3A,18527,40
VCABPD-NA2,1,18,PENAB1A,PADON  ,58723,40
VCADE1-NA2,1,17,PENAB1A,ESTLP2A,64785,40
VCASAL-PT1,1,22,PENAB1A,ALBROCA,293228,40
VCASBV-NA2,1,13,PENAB1A,BVVCS1A,67682,40
VCASCE-NA2,1,13,PENAB1A,BVVCS2A,67163,40
VCXSBV-NA2,1,14,PENAB2A,BVVCS1A,72752,40
VCXSCE-NA2,1,14,PENAB2A,BVVCS2A,72233,40
VCXSC5-PT1,1,17,PENAB2A,HSBCL3A,143770,60
VCXSEL-NA2,1,23,PENAB2A,ETBVE2A,240039,40
VCXSEM-PT1,1,22,PENAB2A,ESTAMAA,267621,40
VDI6P2-NA2,1,19,PARED2A,ESTAPEA,91131,40
VDOBES-NA2,1,13,ESTA24A,ESTASIA,36486,40
VDOBPD-NA2,1,8,ESTA24A,PADON  ,8801,40
VDOSCE-NA2,1,16,ESTA24A,BVVCS2A,102589,40
VDOSEM-PT1,1,24,ESTA24A,ESTAMAA,316529,40
VDOSPC-PT1,1,24,ESTA24A,PACHO  ,320672,40
VEDLEM-NA1,1,11,DORAD1A,ESTAMAA,38635,40
VEDLMC-NA1,1,11,DORAD1A,MERMACA,38248,60
VEDLPC-NA1,1,3,DORAD1A,PACHO  ,19104,40
VEDLPH-NA1,1,2,DORAD1A,PACUR  ,5912,40
VEDME3-NA1,1,8,DORAD1A,ESTICAA,17824,40
VEDME4-NA1,1,9,DORAD1A,ESTVARA,16061,40
VEJJJ2-NA2,1,2,ESTAD1A,ESTAD2A,705,40
VEJUPP-NA2,1,10,ESTAD1A,PAPUE  ,20261,40
VAMROPO-N2,1,28,AMANE2A,PAOJO  ,155934,40
VCASEM-PT1,1,21,PENAB1A,ESTAMAA,259431,40
VCASPC-PT1,1,21,PENAB1A,PACHO  ,263574,40
VCASPH-PT1,1,21,PENAB1A,PACUR  ,264271,40
VCA5C1-NA2,1,20,PENAB1A,CONCE1A,87993,40
VCXSMC-PT1,1,22,PENAB2A,MERMACA,267634,60
VCXSPC-PT1,1,22,PENAB2A,PACHO  ,271764,40
VCXSPH-PT1,1,23,PENAB2A,PACUR  ,299118,40
VCXSVV-PT1,1,19,PENAB2A,VVETK2A,193091,60
VDOSPH-PT1,1,25,ESTA24A,PACUR  ,350345,40
VDO5E1-NA2,1,20,ESTA24A,ESTLP2A,111047,40
VDO5PP-NA2,1,26,ESTA24A,PAPUE  ,191130,40
VAMROSB-N2,1,28,AMANE2A,ESTSI2A,157988,60
VA2AAED-N1,1,3,AMELI3A,DORAD1A,12222,60
VA2CLAL-N1,1,3,AMELI3A,ALBROCA,6825,40
VA2CLEM-N1,1,3,AMELI3A,ESTAMAA,6443,40
VA2CLPC-N1,1,2,AMELI3A,PACHO  ,577,40
VA2CLPH-N1,1,3,AMELI3A,PACUR  ,7843,40
VA4AIPC-N1,1,10,ADETM1A,PACHO  ,54074,40
VA4CNPB-P2,1,18,ADETM1A,PACAB  ,200572,40
VA4CNPO-P2,1,5,ADETM1A,PAOJO  ,27922,40
VA4CNPP-P2,1,6,ADETM1A,PAPUE  ,64454,40
VCA5DB-NA2,1,16,PENAB1A,CAL1C1A,57000,40
VCA5PP-NA2,1,23,PENAB1A,PAPUE  ,131241,40
VCA7ER-NA2,1,14,PENAB1A,ESTAPAA,37630,40
VCEDPP-NA2,1,2,CVITM2A,PAPUE  ,196,40
VAMINEA-N2,1,2,AMANE2A,AMANE1A,46,40
VAMROAE-N2,1,31,AMANE2A,ESTAN2A,191571,60
VCXUEB-NA2,1,39,PENAB2A,ETBVE1A,299798,60
VCXZCA-NA2,1,2,PENAB2A,PENAB1A,390,40
VCX1DI-NA2,1,7,PENAB2A,PARED2A,12078,60
VCX1DO-NA2,1,10,PENAB2A,ESTA24A,26205,60
VCX1PD-NA2,1,8,PENAB2A,PADON  ,15925,40
VCX5DB-NA2,1,17,PENAB2A,CAL1C1A,63240,40
VDXBPD-NA1,1,7,ESTADAA,PADON  ,10245,40
VDXNPH-NA1,1,6,ESTADAA,PACUR  ,56091,40
VDXSPC-NA1,1,23,ESTADAA,PACHO  ,311380,40
VDX5PP-NA2,1,25,ESTADAA,PAPUE  ,181030,40
VA4CNSB-P2,1,6,ADETM1A,ESTSI2A,37046,60
VA4CSBV-N2,1,10,ADETM1A,BVVCS1A,43551,40
VA4CSCE-P2,1,11,ADETM1A,BVVCS2A,55899,40
VEMAL-DI,1,38,VERAN3A,ALBROCC,251047,40
VAMROCR-N2,1,13,AMANE2A,CABTK2A,31081,60
VAMROEC-N2,1,11,AMANE2A,ESTACAA,21488,40
VAMROPB-N2,1,11,AMANE2A,PACAB  ,21690,40
VCHZCH-NA2,1,2,CHAGR2A,CHAGR1A,4747,60
VCX5E1-NA2,1,18,PENAB2A,ESTLP2A,71415,40
VCX5SP-NA2,1,22,PENAB2A,AVE3CSA,113681,40
VM3YLR-NA2,1,19,MAINT2A,PUEBL4A,78920,60
VM3YPP-NA2,1,25,MAINT2A,PAPUE  ,150051,40
VM3YVL-NA2,1,24,MAINT2A,VERDB2A,123436,60
VM3ZMX-NA2,1,4,MAINT2A,MAINT1A,2420,40
VM31DR-NA2,1,9,MAINT2A,PARED1A,19740,60
VERWSI-NA2,1,8,ESTAPAA,YSAJO1A,13638,40
VESAP2-NA2,1,29,ESTASIA,ESTAPEA,148731,40
VESECA-NA2,1,17,ESTASIA,PENAB1A,47518,40
VESEMX-NA2,1,18,ESTASIA,MAINT1A,53905,40
VESSA3-NA1,1,39,ESTASIA,ADETM2A,516463,60
VE3NTE-NA2,1,17,ESTICAA,ESTATCA,195487,40
VE3NVE-NA2,1,9,ESTICAA,VERAN3A,64962,40
VE3NV1-NA2,1,9,ESTICAA,VALLE1A,70889,30
VE3SBV-NA2,1,8,ESTICAA,BVVCS1A,28595,40
VE3SCA-NA2,1,19,ESTICAA,PENAB1A,278789,40
VE3SCE-NA2,1,9,ESTICAA,BVVCS2A,39004,40
VE3SDB-CR2,1,24,ESTICAA,CAL1C1A,335095,40
VE3SDI-NA2,1,25,ESTICAA,PARED2A,452963,60
VMANAL-NA1,1,9,MANOP2A,ALBROCA,37940,40
VMANA3-NA1,1,10,MANOP2A,ADETM2A,47944,60
VMANC5-NA1,1,12,MANOP2A,HSBCL3A,81340,60
VMANEM-NA1,1,17,MANOP2A,ESTAMAA,168240,40
VMANMC-NA1,1,16,MANOP2A,MERMACA,150853,60
VMANPC-NA1,1,15,MANOP2A,PACHO  ,157706,40
VMANPH-NA1,1,9,MANOP2A,PACUR  ,35076,40
VMANVV-NA1,1,10,MANOP2A,VVETK2A,50684,60
VM31PD-NA2,1,9,MAINT2A,PADON  ,19205,40
VM35VL-NA2,1,24,MAINT2A,VERDB2A,123436,40
VNIBDI-NA2,1,13,NVAES1A,PARED2A,50844,60
VNIBPD-NA2,1,14,NVAES1A,PADON  ,57799,40
VNISBV-NA2,1,23,NVAES1A,BVVCS1A,195887,40
VESSBV-NA2,1,28,ESTASIA,BVVCS1A,181878,40
VESSCE-NA2,1,28,ESTASIA,BVVCS2A,181359,40
VESSC5-NA1,1,31,ESTASIA,HSBCL3A,270410,60
VE3SEL-NA2,1,14,ESTICAA,ETBVE2A,102037,40
VE3SER-LB2,1,21,ESTICAA,ESTAPAA,256819,40
VE3SPD-NA2,1,26,ESTICAA,PADON  ,482571,40
VE3SPP-LB2,1,13,ESTICAA,PAPUE  ,111405,40
VMAPAC-NA2,1,19,MANOP2A,ESTAN1A,73015,60
VMAPAE-NA2,1,20,MANOP2A,ESTAN2A,80610,60
VMAPAZ-NA2,1,26,MANOP2A,EALCDIA,158301,30
VNISCE-NA2,1,23,NVAES1A,BVVCS2A,195368,40
VNISPC-PT1,1,31,NVAES1A,PACHO  ,452131,40
VNISPH-PT1,1,31,NVAES1A,PACUR  ,452828,40
VESSEL-NA2,1,37,ESTASIA,ETBVE2A,401707,40
VESSEM-NA1,1,36,ESTASIA,ESTAMAA,423451,40
VE3SSI-CR2,1,25,ESTICAA,YSAJO1A,377504,40
VE3SSP-LB2,1,23,ESTICAA,AVE3CSA,321309,40
VE34A2-NA1,1,4,ESTICAA,AMELI3A,9027,40
VE34EM-NA1,1,6,ESTICAA,ESTAMAA,9575,40
VE34MC-NA1,1,6,ESTICAA,MERMACA,9588,60
VE34PC-NA1,1,4,ESTICAA,PACHO  ,10475,40
VE34PH-NA1,1,5,ESTICAA,PACUR  ,7248,40
VE34PT-NA1,1,6,ESTICAA,PAICT1A,12979,60
VE4MED-NA1,1,11,ESTVARA,DORAD1A,22242,60
VMAPBN-NA2,1,43,MANOP2A,DONBN2A,459884,60
VMAPEC-NA2,1,23,MANOP2A,ESTACAA,120662,40
VMAPLA-NA2,1,18,MANOP2A,ANDESLA,66375,30
VNI5PP-NA2,1,33,NVAES1A,PAPUE  ,334886,40
VNRBDO-NA2,1,9,NVAES2A,ESTA24A,27759,60
VNRBDR-NA2,1,7,NVAES2A,PARED1A,16542,60
VNRBNI-NA2,1,2,NVAES2A,NVAES1A,925,60
VNRBPD-NA2,1,15,NVAES2A,PADON  ,70749,40
VNRBP4-NA2,1,11,NVAES2A,PPAPC1A,43076,40
VESSL2-NA1,1,37,ESTASIA,LPAVA2A,452789,60
VESSMC-NA1,1,36,ESTASIA,MERMACA,423464,60
VESSPC-NA1,1,36,ESTASIA,PACHO  ,427594,40
VE4VAL-NA1,1,11,ESTVARA,ALBROCA,26640,40
VE4VE3-NA1,1,4,ESTVARA,ESTICAA,2021,40
VE44A2-NA1,1,9,ESTVARA,AMELI3A,19196,40
VE44EM-NA1,1,9,ESTVARA,ESTAMAA,16501,40
VE44PC-NA1,1,9,ESTVARA,PACHO  ,20644,40
VE44PH-NA1,1,8,ESTVARA,PACUR  ,13193,40
VE44PT-NA1,1,9,ESTVARA,PAICT1A,19905,60
VGERPO-NA2,1,9,GESTATA,PAOJO  ,15271,40
VGERSB-NA2,1,12,GESTATA,ESTSI2A,27846,60
VMAPPB-NA2,1,23,MANOP2A,PACAB  ,120732,40
VMAPPF-NA2,1,30,MANOP2A,PBAVE1A,183652,40
VMAPPO-NA2,1,18,MANOP2A,PAOJO  ,65812,40
VPBNED-NA1,1,18,PACAB  ,DORAD1A,86465,60
VPBNEM-NA1,1,26,PACAB  ,ESTAMAA,248936,40
VPBNE3-NA1,1,20,PACAB  ,ESTICAA,129518,40
VPBNE4-NA1,1,19,PACAB  ,ESTVARA,107827,40
VPBNL2-NA1,1,21,PACAB  ,LPAVA2A,144452,60
VESSPH-NA1,1,37,ESTASIA,PACUR  ,460786,40
VESSPU-NA1,1,32,ESTASIA,URRACCA,299455,60
VGETPD-NA2,1,23,GESTATA,PADON  ,253655,40
VGOKLG-NA2,1,2,ALLSB1A,PALAG  ,0,60
VGOZPK-NA2,1,3,ALLSB1A,PAACO  ,3561,60
VITPO,1,36,VILRICA,VILRICA,262471,40
VJIJJR-NA2,1,10,ESTAJ1A,ESTAJ2A,22164,60
VJIUPP-NA2,1,10,ESTAJ1A,PAPUE  ,20261,40
VMAPSB-NA2,1,16,MANOP2A,ESTSI2A,50441,60
VMAPVE-NA2,1,19,MANOP2A,VERAN3A,73030,40
VMAPVR-NA2,1,26,MANOP2A,VILRICA,139338,40
VNR5CP-NA2,1,26,NVAES2A,CPRAD1A,214980,30
VNR5LR-NA2,1,28,NVAES2A,PUEBL4A,248266,60
VNR5PP-NA2,1,34,NVAES2A,PAPUE  ,365411,40
VESSVV-NA1,1,33,ESTASIA,VVETK2A,333162,60
VESUC1-NA2,1,35,ESTASIA,CONCE1A,241682,40
VLAFV1-NA2,1,17,ANDESLA,VALLE1A,36850,30
VLANEP-NA2,1,20,ANDESLA,PODERTA,60249,40
VLANM1-NA2,1,17,ANDESLA,MANOP1A,42043,40
VLANPC-NA1,1,19,ANDESLA,PACHO  ,144836,40
VLANPH-NA1,1,13,ANDESLA,PACUR  ,31662,40
VMAZEP-NA2,1,12,MANOP2A,PODERTA,27782,40
VMAZM1-NA2,1,2,MANOP2A,MANOP1A,658,40
VMAZST-NA2,1,12,MANOP2A,ESTASLA,27749,40
VMAZTE-NA2,1,12,MANOP2A,ESTATCA,27022,40
VMAZV1-NA2,1,15,MANOP2A,VALLE1A,46876,30
VMCCC5-NA1,1,9,MERMACA,HSBCL3A,20994,60
VMCKE4-NA1,1,10,MERMACA,ESTVARA,32230,40
VPBFPN-NA2,1,15,PACAB  ,POLIC1A,60340,30
VPBFP7-NA2,1,14,PACAB  ,POLSI2A,51849,30
VPBFST-NA2,1,21,PACAB  ,ESTASLA,111548,40
VPBFS1-NA2,1,14,PACAB  ,ETAP11A,52179,40
VPBFTE-NA2,1,22,PACAB  ,ESTATCA,121686,40
VESUJ2-NA2,1,38,ESTASIA,ESTAD2A,289162,40
VESYDB-NA2,1,32,ESTASIA,CAL1C1A,200109,40
VLANST-NA2,1,21,ANDESLA,ESTASLA,65030,40
VLANTE-NA2,1,20,ANDESLA,ESTATCA,60600,40
VLARAE-NA2,1,10,ANDESLA,ESTAN2A,8658,60
VLAREC-NA2,1,25,ANDESLA,ESTACAA,99488,40
VMCKVV-NA1,1,4,MERMACA,VVETK2A,3616,60
VMCMA3-NA1,1,10,MERMACA,ADETM2A,28198,60
VMCMMS-NA2,1,23,MERMACA,MASMITA,140984,60
VMCNPB-NA2,1,20,MERMACA,PACAB  ,302188,40
VMCNPN-NA2,1,8,MERMACA,POLIC1A,52501,30
VMCNPO-NA2,1,8,MERMACA,PAOJO  ,50222,40
VMCNSB-NA2,1,8,MERMACA,ESTSI2A,50978,60
VMCNVE-NA2,1,10,MERMACA,VERAN3A,85092,40
VNREES-NA2,1,21,NVAES2A,ESTASIA,133260,40
VNREMX-NA2,1,16,NVAES2A,MAINT1A,84223,40
VNRSAL-PT1,1,35,NVAES2A,ALBROCA,585884,40
VNRSBV-NA2,1,24,NVAES2A,BVVCS1A,217162,40
VESYER-NA2,1,30,ESTASIA,ESTAPAA,170275,40
VESYE1-NA2,1,33,ESTASIA,ESTLP2A,214217,40
VESYLR-NA2,1,34,ESTASIA,PUEBL4A,229302,60
VLARPB-NA2,1,26,ANDESLA,PACAB  ,101725,40
VLARPO-NA2,1,10,ANDESLA,PAOJO  ,9221,40
VLARSB-NA2,1,14,ANDESLA,ESTSI2A,20099,60
VLGKGO-NA2,1,2,PALAG  ,ALLSB1A,0,60
VLIDCP-NA2,1,8,PUEBL2A,CPRAD1A,21387,30
VLIDER-NA2,1,7,PUEBL2A,ESTAPAA,13877,40
VLIDLR-NA2,1,2,PUEBL2A,PUEBL4A,753,60
VLIDPP-NA2,1,8,PUEBL2A,PAPUE  ,15042,40
VLIDXA-NA2,1,5,PUEBL2A,139TM2A,7962,40
VMCOAL-NA1,1,6,MERMACA,ALBROCA,10351,40
VMCOA2-NA1,1,4,MERMACA,AMELI3A,4493,40
VMCOEM-NA1,1,4,MERMACA,ESTAMAA,1724,40
VMCOPH-NA1,1,5,MERMACA,PACUR  ,6278,40
VMCSBV-NA2,1,11,MERMACA,BVVCS1A,37556,40
VMCSCE-NA2,1,12,MERMACA,BVVCS2A,48906,40
VMCSPD-NA2,1,29,MERMACA,PADON  ,508470,40
VMCSPP-LB2,1,16,MERMACA,PAPUE  ,125071,40
VNR5VL-NA2,1,33,NVAES2A,VERDB2A,325997,40
VNR6P2-NA2,1,24,NVAES2A,ESTAPEA,181449,40
VPBDPF-NA2,1,30,PACAB  ,PBAVE1A,209523,40
VESYPP-NA2,1,39,ESTASIA,PAPUE  ,315984,40
VES1DO-NA2,1,16,ESTASIA,ESTA24A,45598,60
VLINAL-NA1,1,5,PUEBL2A,ALBROCA,44812,40
VLINPC-NA1,1,11,PUEBL2A,PACHO  ,205294,40
VLINPH-NA1,1,5,PUEBL2A,PACUR  ,41948,40
VLISBV-NA2,1,9,PUEBL2A,BVVCS1A,31009,40
VLISCE-NA2,1,10,PUEBL2A,BVVCS2A,36082,40
VLISEM-PT1,1,17,PUEBL2A,ESTAMAA,163190,40
VLISPU-PT1,1,13,PUEBL2A,URRACCA,93890,60
VLITPD-NA2,1,27,PUEBL2A,PADON  ,209984,40
VMC2PC-NA1,1,4,MERMACA,PACHO  ,5292,40
VMC4PT-NA1,1,9,MERMACA,PAICT1A,20058,60
VMNFEP-NA2,1,22,MOCON1A,PODERTA,110395,40
VMNFST-NA2,1,22,MOCON1A,ESTASLA,110189,40
VMNFTE-NA2,1,22,MOCON1A,ESTATCA,110746,40
VPBFTR-NA2,1,24,PACAB  ,TTOTC1A,142727,40
VPBFV1-NA2,1,11,PACAB  ,VALLE1A,30688,30
VPBNAL-NA1,1,18,PACAB  ,ALBROCA,92276,40
VPBNA2-NA1,1,19,PACAB  ,AMELI3A,116241,40
VPBNA3-NA1,1,19,PACAB  ,ADETM2A,105575,60
VES1PD-NA2,1,14,ESTASIA,PADON  ,32798,40
VETBL-I,1,19,VERAN3A,ETBVE2A,53457,40
VETBL-R,1,18,PBAVE1A,VERAN3A,54143,40
VLIUVL-NA2,1,13,PUEBL2A,VERDB2A,46221,40
VLIWP2-NA2,1,13,PUEBL2A,ESTAPEA,42797,40
VLPKAL-NA1,1,8,LPAVA1A,ALBROCA,19836,40
VLPKPC-NA1,1,5,LPAVA1A,PACHO  ,9837,40
VLPKPH-NA1,1,6,LPAVA1A,PACUR  ,12406,40
VLPMMS-NA2,1,17,LPAVA1A,MASMITA,71562,60
VMNFV1-NA2,1,12,MOCON1A,VALLE1A,30239,30
VMNNAL-NA1,1,19,MOCON1A,ALBROCA,91190,40
VMNNEM-NA1,1,27,MOCON1A,ESTAMAA,247122,40
VMNNPC-NA1,1,25,MOCON1A,PACHO  ,230180,40
VNRSCE-NA2,1,24,NVAES2A,BVVCS2A,216643,40
VNRSEM-PT1,1,32,NVAES2A,ESTAMAA,476663,40
VNRSPC-PT1,1,32,NVAES2A,PACHO  ,480806,40
VEVAL-DR,1,48,ALBROCD,VERAN3A,756917,40
VEVEC-I,1,39,VERAN3A,ESTICAA,234803,40
VP2MTCA-N2,1,15,ESTAPEA,PENAB1A,43613,40
VLPNAC-NA2,1,8,LPAVA1A,ESTAN1A,46692,60
VLPNAZ-NA2,1,23,LPAVA1A,EALCDIA,282043,30
VLPNEA-NA2,1,30,LPAVA1A,AMANE1A,425417,40
VLPNM1-NA2,1,12,LPAVA1A,MANOP1A,104949,40
VLPNPB-NA2,1,20,LPAVA1A,PACAB  ,224539,40
VMNNPH-NA1,1,19,MOCON1A,PACUR  ,88326,40
VMNRAE-NA2,1,22,MOCON1A,ESTAN2A,99666,60
VMNREC-NA2,1,2,MOCON1A,ESTACAA,683,40
VMNRPB-NA2,1,2,MOCON1A,PACAB  ,885,40
VMNRPO-NA2,1,20,MOCON1A,PAOJO  ,82208,40
VMNRSB-NA2,1,19,MOCON1A,ESTSI2A,76748,60
VPBFEP-NA2,1,21,PACAB  ,PODERTA,111754,40
VPBFM1-NA2,1,22,PACAB  ,MANOP1A,127267,40
VEVEC-R,1,39,HSBCL3A,VERAN3A,297036,40
VE1DDB-NA2,1,6,ESTLP2A,CAL1C1A,12385,40
VE1DER-NA2,1,6,ESTLP2A,ESTAPAA,9499,40
VE1DPP-NA2,1,10,ESTLP2A,PAPUE  ,30249,40
VE1DSP-NA2,1,8,ESTLP2A,AVE3CSA,20060,40
VE1D99-NA2,1,20,ESTLP2A,SSMTM3A,112583,50
VLPNPG-NA2,1,9,LPAVA1A,PAGMN1A,125124,50
VLPNPN-NA2,1,8,LPAVA1A,POLIC1A,49791,30
VLPNPO-NA2,1,7,LPAVA1A,PAOJO  ,34924,40
VLPNPP-NA2,1,8,LPAVA1A,PAPUE  ,72761,40
VLPNPS-NA2,1,10,LPAVA1A,VPESA1A,72196,30
VLPNP2-NA2,1,18,LPAVA1A,ESTAPEA,325553,40
VLPNSB-NA2,1,8,LPAVA1A,ESTSI2A,45353,60
VLPNSI-NA2,1,18,LPAVA1A,YSAJO1A,325063,40
VMNXCR-NA2,1,3,MOCON1A,CABTK2A,2655,60
VMNZEA-NA2,1,12,MOCON1A,AMANE1A,32840,40
VMN0AZ-NA2,1,5,MOCON1A,EALCDIA,3948,30
VMN0BN-NA2,1,22,MOCON1A,DONBN2A,115998,60
VMN0CH-NA2,1,40,MOCON1A,CHAGR1A,393424,60
VPBNCN-NA1,1,21,PACAB  ,CVANA2A,144027,60
VPBNCV-NA1,1,20,PACAB  ,CRUVHVA,126819,60
VPBNC5-NA1,1,21,PACAB  ,HSBCL3A,145561,60
VE1NC5-NA1,1,12,ESTLP2A,HSBCL3A,153848,60
VE1NPC-NA1,1,9,ESTLP2A,PACHO  ,88509,40
VE1NPH-NA1,1,8,ESTLP2A,PACUR  ,55398,40
VE1NVV-NA1,1,9,ESTLP2A,VVETK2A,80006,60
VE1SBV-NA2,1,15,ESTLP2A,BVVCS1A,73406,40
VE1SCE-NA2,1,15,ESTLP2A,BVVCS2A,72887,40
VE1TCA-NA2,1,19,ESTLP2A,PENAB1A,105101,40
VLPNST-NA2,1,16,LPAVA1A,ESTASLA,161858,40
VLPNS1-NA2,1,10,LPAVA1A,ETAP11A,76188,40
VLPNTE-NA2,1,16,LPAVA1A,ESTATCA,162415,40
VLPNVE-NA2,1,9,LPAVA1A,VERAN3A,58978,40
VLPNV1-NA2,1,11,LPAVA1A,VALLE1A,86494,30
VLPSBV-NA2,1,8,LPAVA1A,BVVCS1A,39032,40
VM3AP2-NA2,1,15,MAINT2A,ESTAPEA,40299,40
VM3EER-NA2,1,16,MAINT2A,ESTAPAA,51422,40
VM3EES-NA2,1,17,MAINT2A,ESTASIA,58993,40
VNRSPH-PT1,1,32,NVAES2A,PACUR  ,481503,40
VNRSPU-PT1,1,28,NVAES2A,URRACCA,343703,60
VE1TPD-NA2,1,27,ESTLP2A,PADON  ,193297,40
VE1UC1-NA2,1,6,ESTLP2A,CONCE1A,10705,40
VE1UEB-NA2,1,16,ESTLP2A,ETBVE1A,78014,60
VE1WP2-NA2,1,13,ESTLP2A,ESTAPEA,36945,40
VLPSCA-NA2,1,19,LPAVA1A,PENAB1A,305627,40
VLPSCE-NA2,1,9,LPAVA1A,BVVCS2A,50932,40
VLPSCU-CR2,1,14,LPAVA1A,CIRCU2A,150342,40
VLPSC1-CR2,1,16,LPAVA1A,CONCE1A,193766,40
VLPSDB-CR2,1,17,LPAVA1A,CAL1C1A,217138,40
VLPSEB-NA2,1,14,LPAVA1A,ETBVE1A,122119,60
VM3SAL-PT1,1,24,MAINT2A,ALBROCA,311238,40
VM3SBV-NA2,1,15,MAINT2A,BVVCS1A,78492,40
VM3SCE-NA2,1,15,MAINT2A,BVVCS2A,77973,40
VM3SEM-PT1,1,23,MAINT2A,ESTAMAA,276641,40
VM3SPC-PT1,1,23,MAINT2A,PACHO  ,280784,40
